club_name,province,city,city_source,region,website,email,phone,leagues,type,lat,lon,postal_code,place_id,geo_precision,social,contact_person,contact_note,website_status,address,formatted_address,leader,sources,source_count,row_count,oba_affiliated,team_derived,aliases,evidence_url,claimable,domain_claim_ok,domain_claim_reason,last_verified,stale,audience,needs_review
Cole Harbour Minor Basketball Association (Cole Harbour Rockets),Nova Scotia,Cole Harbour,source,"Halifax Regional Municipality, NS",https://www.rocketsbasketball.ca/,president@rocketsbasketball.ca,902-880-7628,FIBA-format 3x3 (spring; Metro Basketball Association (MBA); club-run),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Cole Harbour Minor Basketball Association (Cole Harbour Rockets),https://basketballnovascotia.ca/content/member-clubs,yes,yes,canadian-tld,2026-07,,youth,
Community YMCA Panthers Basketball (YMCA of Greater Halifax/Dartmouth),Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://ymcahfx.ca/panthers/,trevor.walter@halifax.ymca.ca,,Metro Basketball Association (MBA),multi-sport org (YMCA program),,,,,,,,,,,,,census-2026-07,1,1,,,Community YMCA Panthers Basketball (YMCA of Greater Halifax/Dartmouth),https://ymcahfx.ca/panthers/,yes,yes,canadian-tld,2026-07,,youth,
Cumberland Crushers Basketball Club,Nova Scotia,,,Fundy (Cumberland County),https://www.facebook.com/CumberlandCrushers/,ortizalanm38@gmail.com,,BNS Provincial Club Championships; BNS Provincial Club Championships (U12 / U14 / U16-U18 Provincials),community nonprofit,,,,,,FB @CumberlandCrushers,,,,,,,"census-2026-07,website-scrape",2,2,,,Cumberland Crushers Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
Cumberland Hornets,Nova Scotia,,,Fundy (Cumberland County),,shelleyleblanc19@outlook.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Cumberland Hornets,https://basketballnovascotia.ca/content/member-clubs,yes,,no-website,2026-07,,youth,
Dartmouth Celtics Basketball Club,Nova Scotia,Dartmouth,source,"Halifax Regional Municipality, NS",http://dartmouthceltics.ca/,dartmouthceltics@gmail.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Dartmouth Celtics Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,yes,canadian-tld,2026-07,,youth,
Dartmouth Lakers Basketball Club,Nova Scotia,Dartmouth,source,"Halifax Regional Municipality, NS",https://dartmouthlakers.ca/,dartmouthlakersbasketball@gmail.com,902-817-3594,Metro Basketball Association (MBA),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Dartmouth Lakers Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,yes,canadian-tld,2026-07,,youth,
East Hants Havoc (East Hants Basketball Society),Nova Scotia,East Hants,source,Rest of Nova Scotia,https://www.ehhavoc.org/havoc/,president@ehhavoc.org,902-750-0619,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,East Hants Havoc | East Hants Havoc (East Hants Basketball Society),https://www.ehhavoc.org/havoc/,yes,,unverified-single-source-non-ca,2026-07,,youth,
East Hants Tigers Basketball Association (formerly Tri-County Basketball Association),Nova Scotia,East Hants (Enfield/Elmsdale),source,Rest of Nova Scotia,https://tricountytigers.ca/,registrar.tcba@gmail.com,,BNS Provincial Club Championships; Metro Basketball Association (MBA / Metro Basketball League),community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,East Hants Tigers Basketball Association | East Hants Tigers Basketball Association (formerly Tri-County Basketball Association),https://tricountytigers.ca/,yes,yes,canadian-tld,2026-07,,youth,
East Preston Pacers,Nova Scotia,East Preston,source,"Halifax Regional Municipality, NS",,prestonreccentre@gmail.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,East Preston Pacers,https://basketballnovascotia.ca/content/member-clubs,yes,,no-website,2026-07,,youth,
Express Basketball Club (BNS registry: Express Basketball Academy),Nova Scotia,Halifax (Spryfield),source,"Halifax Regional Municipality, NS",https://www.expressbasketball.ca/,info.expressbasketball@gmail.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,IG @express.basketball,,,,,,,"census-2026-07,website-scrape",2,3,,,Express Basketball Club (BNS registry: Express Basketball Academy) | Express Basketball Club (Express Basketball Academy),https://www.expressbasketball.ca/,yes,yes,canadian-tld,2026-07,,youth,
Fall River Rebels Basketball Association (Fall River Basketball Association),Nova Scotia,Fall River,source,"Halifax Regional Municipality, NS",https://fallriverrebels.com/,president@fallriverrebels.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,FB @FallRiverRebelsBasketball; FB @https,,,,,,,"census-2026-07,website-scrape",2,2,,,Fall River Rebels Basketball Association (Fall River Basketball Association),https://fallriverrebels.com/,yes,yes,website-corroborated,2026-07,,youth,
Fifty for Free Community Youth Initiative (Halifax program),Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://fiftyforfree.com/programs/halifax/,info@fiftyforfree.com,,,"community nonprofit (free program, not a league club)",,,,,,FB @FiftyForFree; IG @fiftyforfree,,,,,,,"census-2026-07,website-scrape",2,2,,,Fifty for Free Community Youth Initiative (Halifax program),https://fiftyforfree.com/programs/halifax/,yes,yes,website-corroborated,2026-07,,youth,
Halifax Hurricanes Minor Basketball Club,Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://www.hhbball.com/,hhbasketballclub@gmail.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,FB @HurricanesMBA; IG @halifaxhurricanesmba,,,,,,,"census-2026-07,website-scrape",2,2,,,Halifax Hurricanes Minor Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
Halifax Prep (Ming Athletics / Halifax Basketball Inc.),Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://halifaxprep.com/,admin@mingathleticsmail.com,902-457-6633,2020-21 season); 2020-21); National Preparatory Association (NPA); National Preparatory Association (NPA) — Nova Scotia's only member; National Senior Circuit (NSC Platinum,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Halifax Prep (Ming Athletics / Halifax Basketball Inc.),https://www.cbc.ca/news/canada/nova-scotia/halifax-basketball-club-vandalism-struggles-for-acceptance-1.5973342,yes,,unverified-single-source-non-ca,2026-07,,youth,
Halifax Wheelchair Basketball Club,Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://www.facebook.com/nswheelchairbasketball/,hwcbbc@gmail.com,,,community nonprofit (parasport),,,,,,FB @nswheelchairbasketball; FB @recover,,,,,,,"census-2026-07,website-scrape",2,2,,,Halifax Wheelchair Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
Hantsport Minor Basketball,Nova Scotia,Hantsport,source,Rest of Nova Scotia,,,902-684-9672,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Hantsport Minor Basketball,https://valleyfamilyfun.ca/basketball/,yes,,no-website,2026-07,,youth,
High Level Basketball,Nova Scotia,Halifax,source,"Halifax Regional Municipality, NS",https://highlevelbasketball.org/,dgt@c-ntr-l.org,,,private academy,,,,,,IG @high.level.basketball,,,,,,,"census-2026-07,website-scrape",2,2,,,High Level Basketball,https://highlevelbasketball.org/,yes,yes,website-corroborated,2026-07,,youth,
Inverness Minor Basketball Association,Nova Scotia,Inverness,source,Rest of Nova Scotia,https://www.facebook.com/groups/359820744477615/,philblackwood@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Inverness Minor Basketball Association,https://basketballnovascotia.ca/content/member-clubs,yes,,unverified-single-source-non-ca,2026-07,,youth,
Junior Mounties Basketball Club,Nova Scotia,Amherst (Cumberland NS – Westmorland NB border region; trains around Sackville NB),source,Fundy (Cumberland County),https://www.jrmountiesbasketball.ca/,jrmountiesbasketball@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,"census-2026-07,website-scrape",2,2,,,Junior Mounties Basketball Club,https://www.jrmountiesbasketball.ca/about-us,yes,yes,canadian-tld,2026-07,,youth,
Kentville Wildcats Basketball,Nova Scotia,Kentville,source,Rest of Nova Scotia,https://www.sportsengine.com/org/kentville-wildcats-basketball,,,BNS Provincial Club Championships,community nonprofit,,,,,,IG @nbcsportsengine,,,,,,,"census-2026-07,website-scrape",2,2,,,Kentville Wildcats Basketball,https://www.sportsengine.com/org/kentville-wildcats-basketball,,yes,website-corroborated,2026-07,,youth,
Kings Minor Basketball Association (KMBA Gators),Nova Scotia,Berwick / Coldbrook (western Kings County),source,Rest of Nova Scotia,https://kmbagators.wixsite.com/kmba,tanya.berry@gbstech.com,902-678-8466,BNS Provincial Club Championships,community nonprofit,,,,,,FB @KMBA-Basketball-103080638784791,,,,,,,"census-2026-07,website-scrape",2,4,,,Kings Minor Basketball Association (KMBA Gators),https://kmbagators.wixsite.com/kmba,yes,yes,website-corroborated,2026-07,,youth,
Kingston Greenwood Minor Basketball Club,Nova Scotia,Kingston / Greenwood,source,Rest of Nova Scotia,https://www.facebook.com/people/Kingston-Greenwood-Minor-Basketball-Club/100063571598747/,jodie-richardson@hotmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Kingston Greenwood Minor Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,,unverified-single-source-non-ca,2026-07,,youth,
Margaree Mountain Lions Basketball Club,Nova Scotia,Margaree,source,Cape Breton,https://www.facebook.com/profile.php?id=61557417235365,margareemountainlionsbball@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Margaree Mountain Lions Basketball Club,https://basketballnovascotia.ca/content/member-clubs,yes,,unverified-single-source-non-ca,2026-07,,youth,
North Preston Minor Basketball (North Preston Bulls),Nova Scotia,North Preston,source,"Halifax Regional Municipality, NS",https://www.instagram.com/north_preston_bulls/,northprestonbulls@gmail.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,IG @north_preston_bulls,,,,,,,"census-2026-07,website-scrape",2,2,,,North Preston Minor Basketball (North Preston Bulls),https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
North Shore Basketball Association (Sonics),Nova Scotia,Tatamagouche / North Shore,source,Fundy (Colchester/Cumberland North Shore),,northshorereccentre@gmail.com,902-657-3121,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,North Shore Basketball Association | North Shore Basketball Association (Sonics),https://basketballnovascotia.ca/content/member-clubs,yes,,no-website,2026-07,,youth,
Northside Youth Basketball Association (Jr Marauders),Nova Scotia,"North Sydney / Northside area, Cape Breton",source,Cape Breton,http://www.jrmarauders.com/,aronashton4@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Northside Youth Basketball Association (Jr Marauders),https://basketballnovascotia.ca/content/member-clubs,yes,,unverified-single-source-non-ca,2026-07,,youth,
Norwood Knights,Nova Scotia,Halifax (HRM — exact community unverified),source,"Halifax Regional Municipality, NS",,sandiehebb@gmail.com,,BNS Provincial Club Championships; Metro Basketball Association (MBA),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Norwood Knights,https://basketballnovascotia.ca/content/member-clubs,yes,,no-website,2026-07,,youth,
Oxford Minor Basketball Association,Nova Scotia,Oxford,source,Rest of Nova Scotia,,oxfordminorhoops@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Oxford Minor Basketball Association,https://basketballnovascotia.ca/content/member-clubs,yes,,no-website,2026-07,,youth,
Pictou County Lightning (Pictou County Basketball Association),Nova Scotia,New Glasgow / Pictou County,source,Rest of Nova Scotia,https://www.pictoucountylightning.com/,hislopjw@gmail.com,,BNS Provincial Club Championships,community nonprofit,,,,,,FB @pclightning,,,,,,,"census-2026-07,website-scrape",2,2,,,Pictou County Lightning (Pictou County Basketball Association),https://www.pictoucountylightning.com/,yes,yes,website-corroborated,2026-07,,youth,
Pictou County Raptors Basketball Association,Nova Scotia,New Glasgow / Pictou County,source,Rest of Nova Scotia,https://www.basketballnovascotia.ca/team/pictou-county-raptors-2/,sports3taxi@hotmail.com,,BNS Provincial Club Championships; BNS Provincial Club Championships (U12 / U14 / U16-U18 Provincials),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Pictou County Raptors Basketball Association,https://basketballnovascotia.ca/content/member-clubs,yes,yes,canadian-tld,2026-07,,youth,
Prospect Road Basketball Association (Prospect Bulls),Nova Scotia,Prospect Road area (Halifax),source,"Halifax Regional Municipality, NS",https://www.prospectbulls.ca/,prospectbulls1@gmail.com,,Metro Basketball Association (MBA),community nonprofit,44.536113,-63.7908994,,ChIJezFpyfQdWksRmb-0zCovr30,GEOMETRIC_CENTER,FB @ProspectBulls; FB @https,,,,,"Prospect Rd, Halifax Regional Municipality, NS, Canada",,"census-2026-07,geocode,website-scrape",3,3,,,Prospect Road Basketball Association (Prospect Bulls),https://maps.googleapis.com/maps/api/geocode/json,yes,yes,canadian-tld,2026-07,,youth,
PUSH Cape Breton,Nova Scotia,Glace Bay,source,Rest of Nova Scotia,https://pushcb.com,info@pushcb.com,(902) 266-2191,BNS Provincial Club Championships; Canada Day Classic); PUSH Cape Breton (in-house game programming,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,PUSH Cape Breton,https://pushcb.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Queens County Basketball Association (Queens County Bears),Nova Scotia,Liverpool (Region of Queens),source,South Shore,https://www.facebook.com/qcbasketball/,gerryfaber@hotmail.com,,BNS Provincial Club Championships,community nonprofit,44.0329772,-64.7176783,,ChIJSX8mgrgjV0sRKcbM_LAuLyE,APPROXIMATE,FB @qcbasketball; FB @recover,,,,,"Liverpool, NS, Canada",,"census-2026-07,geocode,website-scrape",3,3,,,Queens County Basketball Association (Queens County Bears),https://maps.googleapis.com/maps/api/geocode/json,yes,yes,website-corroborated,2026-07,,youth,
Sackville Minor Basketball Association (Sackville Storm),Nova Scotia,Lower Sackville,source,"Halifax Regional Municipality, NS",https://www.sackvillestorm.com/,president@sackvillestorm.com,,Metro Basketball Association (MBA),community nonprofit,,,,,,FB @SackvilleStorm; FB @smbasocial; IG @smbasocial,,,,,,,"census-2026-07,website-scrape",2,2,,,Sackville Minor Basketball Association (Sackville Storm),https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
Shelburne County Basketball Association,Nova Scotia,Shelburne / Shelburne County,source,South Shore (Shelburne County),https://www.facebook.com/groups/ShelburneCountyBasketball/,beth.shelburnebasketball@gmail.com,,BNS Provincial Club Championships; BNS Provincial Club Championships (U12 / U14 / U16-U18 Provincials),community nonprofit,,,,,,FB @recover,,,,,,,"census-2026-07,website-scrape",2,2,,,Shelburne County Basketball Association,https://basketballnovascotia.ca/content/member-clubs,yes,yes,website-corroborated,2026-07,,youth,
Shooting Star Basketball Association (SSBA),Nova Scotia,Windsor (West Hants),source,Rest of Nova Scotia,https://shootingstarbasketball.ca/,shootingstar@shootingstarbasketball.ca,,BNS Provincial Club Championships; Metro Basketball Association (MBA / Metro Basketball League); Shooting Star Basketball Association house leagues (Windsor),community nonprofit,,,,,,FB @https; FB @shootingstarbballwindsorns; IG @shootingstarbasketball_,,,,,,,"census-2026-07,website-scrape",2,2,,,Shooting Star Basketball Association (SSBA),https://shootingstarbasketball.ca/,yes,yes,canadian-tld,2026-07,,youth,
South Shore Lightning Basketball Association,Nova Scotia,Bridgewater / Hebbville area (Lunenburg County),source,South Shore,https://southshorelightning.ca/,southshorelightning@gmail.com,902-350-0027,Atlantic Elite Basketball League (AEBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,South Shore Lightning Basketball Association,https://southshorelightning.ca/,yes,yes,canadian-tld,2026-07,,youth,
