Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Yuva Sports Club,British Columbia,Metro Vancouver,Vancouver,,,yuvasc2018@gmail.com,https://www.facebook.com/vancitysc/,,,,,community nonprofit,,uncertain,https://basketball604.com/basketball-clubs/,"Community/youth sports club founded ~2018-2019 ('Empowering Youth Through Sports'); South Asian community-oriented. Facebook page (vancitysc) is primary web presence; Instagram @yuvasportsclub. Email from Basketball604 directory. No principal, address, or phone identifiable from public sources (Facebook About not accessible without login); not in Basketball BC 2025-26 member registry; no registration platform observed. Do not confuse with Vancouver Sports Club (vancouversportsclub.ca, Surrey-based, separate org). Sources: https://basketball604.com/basketball-clubs/ ; https://www.facebook.com/vancitysc/"
Coquitlam Storm,British Columbia,Metro Vancouver (Fraser Valley region per PSO),Coquitlam,,,,,Megan Weeks — Basketball BC registry contact,Club basketball,,,community nonprofit,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC 2025-26 member club; no web presence found
K.T.B. Performance,British Columbia,Fraser Valley,Abbotsford,,,,https://www.ktbpt.com,,Training,,,private academy,,reported,https://basketball604.com/basketball-clubs/,From Basketball604 directory (Abbotsford/Fraser Valley section)
Community Elite,British Columbia,Metro Vancouver (Vancouver-Coastal),Vancouver,,,cmntyelite@gmail.com,http://www.community-elite.com,Nathan Schroeder — Basketball BC registry contact,Club basketball,,,private academy,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC 2025-26 member club
RBL Basketball,British Columbia,Metro Vancouver & Fraser Valley,Vancouver,,236-889-1585,info@rblbasketball.com,https://rblbasketball.com/,,"Rec + competitive leagues (4v4/5v5, skill-tiered), skill development, holiday/summer camps; grades K-10; operating since 1997",RBL Basketball Leagues (own); RBL Basketball Leagues,All teams play within RBL's own tiered leagues,private academy / league operator,eSportsDesk,primary,https://rblbasketball.com/,Registration via secure.esportsdesk.com
AIM Basketball,British Columbia,Metro Vancouver & Fraser Valley,Burnaby,,,,https://www.facebook.com/aimbball/,,,,,private academy,,uncertain,https://basketball604.com/basketball-clubs/,Facebook-only presence in Basketball604 directory
Surrey Hornets,British Columbia,Metro Vancouver (Fraser Valley region per PSO),Surrey,,,Bsingh.aloha@outlook.com,,Bob Singh — Basketball BC registry contact,Club basketball,,,community nonprofit,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC 2025-26 member club
Rise Up Ball (R.U.B.),British Columbia,Metro Vancouver & Fraser Valley,Surrey,,,,https://www.riseupball.com,,,,,private academy,,uncertain,https://basketball604.com/basketball-clubs/,From Basketball604 directory (Surrey/Delta section)
Kamloops Hoops,British Columbia,BC — Thompson-Okanagan (Interior & North),Kamloops,,,,https://kamloopshoops.com/,"Ryan Kerr — Founder (started 2012); NCCP-certified, ex-Sahali Secondary coach, TRU BBA","Spring high-performance club teams (Gr 5/7/8 boys, 5v5 full court + tournaments), Christmas camps (Gr 4–9), winter rec league (Gr 5–7 boys) coached by TRU WolfPack players",Kamloops Hoops Groups & Leagues,"Spring club teams (Gr 5, 7, 8 boys) play 5v5 games and tournaments; Gr 5–7 winter rec league is in-house",private academy,PlaySport (marketplace listing at playsport.com/kamloopshoops — registration platform unconfirmed),verified,https://kamloopshoops.com/club-teams/,TRU WolfPack affiliation via player-coaches
Shooting Stars,British Columbia,Metro Vancouver (Fraser River region per PSO),Surrey,,,thibault_z@surreyschools.ca,,Zoel Thibault — Basketball BC registry contact,Club basketball,,,community nonprofit,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC 2025-26 member club; city inferred from Surrey Schools contact email. Possibly related to 'Shooting Stars Basketball Academy' Facebook listing in basketball604 (unconfirmed)
Panther Hoops,British Columbia,Metro Vancouver & Fraser Valley,Port Coquitlam,,,,https://www.pantherhoops.ca,,,,,private academy,,uncertain,https://basketball604.com/basketball-clubs/,Website unresolvable (DNS) as of Jul 2026 — possibly defunct
VK Basketball,British Columbia,Metro Vancouver & Fraser Valley,North Vancouver,,,,https://www.vkbasketball.com,,,,,private academy,,uncertain,https://basketball604.com/basketball-clubs/,From Basketball604 directory (North/West Van section)
Panther Hoops,British Columbia,Metro Vancouver,Coquitlam,,,,https://www.pantherhoops.ca,,,,,private academy,,reported,https://basketball604.com/basketball-clubs/,
G2 Athletics,British Columbia,Metro Vancouver & Fraser Valley,Burnaby,"3713 Kensington Ave, Burnaby, BC",604-354-0645,info@g2athletics.com,https://g2athletics.com/,Gabe Gibbs (founder),"Skills academy co-ed 10U-14U, boys spring teams gr4-10, girls spring club U14-U17, senior selective team gr10-12, girls 3v3, spring break camps; also girls volleyball; Burnaby + Langley",UNCLEDREW Circuit x G2 Elite PRSPX,,multi-sport org / private academy,Google Forms + Citrus Camps,primary,https://g2athletics.com/,
Golden Bears,British Columbia,Metro Vancouver & Fraser Valley,Unknown (Fraser River region — Surrey/Delta/Richmond/New West),,,,,,,,,community nonprofit,,uncertain,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC member club 2025-26 (Fraser River region); no independent web presence found
Impact Hoops,British Columbia,Metro Vancouver & Fraser Valley,Langley,,778-808-5170,,https://www.impacthoops.ca/,Jon Schmidt — director,"Club teams boys & girls gr4-11, academies (spring/fall/winter league), seasonal camps; Langley & Abbotsford, also Chilliwack, Surrey, Maple Ridge",Impact Hoops Winter League (own),,private academy,,primary,https://www.impacthoops.ca/,
Island Swish,British Columbia,Vancouver Island,Nanaimo,,,info@islandswish.com,https://islandswish.com/,Matt Kuzminski — organizer & coach (founded 2019),"Rec leagues K–high school (60-min skill+game sessions), 'super rec' gr 6–7 division, tryout-based competitive program (U16/U17 boys; U15–U17 girls) with fall training + spring tournament schedule, Swish Camps","Island Swish (Nanaimo rec + club basketball); Island Swish rec league (own, Nanaimo); Vancouver Island / Lower Mainland / US club tournament circuit",Rec divisions play in Island Swish's own Nanaimo league; competitive teams play spring tournaments on and off Vancouver Island,community program (private/nonprofit status unpublished),TeamSnap (islandswish.teamsnapsites.com — 'Powered by TeamSnap'),primary,https://islandswish.com/,Dominant Nanaimo youth basketball operator; TeamSnap Sites usage = competitive software intel.
Golden Bears,British Columbia,Metro Vancouver,Lower Mainland (Fraser River region — specific city not published),,,,,Bryan Lopez — Basketball BC registry contact,Club basketball,,,community nonprofit,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,Basketball BC 2025-26 member club; no web presence found
Enver Cats,British Columbia,Metro Vancouver (Fraser Valley region per PSO),Surrey,,,reid_g@surreyschools.ca,,Greg Reid — Basketball BC registry contact,Club basketball,,,community nonprofit,,primary,https://basketball.bc.ca/clubs/member-clubs-2025-26/,"Basketball BC 2025-26 member club; contact is a Surrey Schools address (Enver Creek), city inferred from contact"
BC Bounce,British Columbia,"Fraser Valley (also Chilliwack, Mission, Agassiz)",Abbotsford,,,info@bcbounce.com,https://bcbounce.com/,,"Club teams and Elite teams U9-U17 boys & girls, rec leagues, development program, skills camps; year-round competition across BC and Pacific Northwest",BC Bounce Rec League (own),Club/Elite teams U9-U17 compete province-wide and in Pacific Northwest tournaments (specific leagues unpublished),private academy,TeamSnap,verified,https://bcbounce.com/,Self-styled 'Abbotsford's premier youth basketball club'
SM Prep,British Columbia,BC — Thompson-Okanagan (Interior & North),Penticton,,,jaiveer17@icloud.com,,"Jaiveer Dhillon — Founder/coach (19 years old, founded as a player-turned-coach)","Competitive U17 and U18 teams (considering U16); offseason competitive play for high-schoolers; draws players from Kelowna, Summerland, Penticton, Vernon (Okanagan-wide)",provincial tournament circuit; U18 nationals (Langley),"U17 + U18 teams play provincial tournaments, regional Penticton events, and U18 nationals in Langley",community grassroots club,,reported,https://pentictonwesternnews.com/2026/03/12/penticton-based-startup-basketball-club-sees-rapid-growth/,"Budget $9,500–$11,000/season, community-fundraised; rapid growth per March 2026 news"
FV Prep,British Columbia,Fraser Valley,Abbotsford,,,,https://fvprep.com/,,Prep/club basketball,,,private academy,,reported,https://fvprep.com/,Surfaced in Abbotsford youth basketball search results
Whitecourt Wolves Community Basketball League (Whitecourt Community Youth Basketball),Alberta,Rest of Alberta,Whitecourt,"58 Sunset Blvd, Whitecourt, AB T7S 1N6",,wctwolves.info@gmail.com,https://rec.whitecourt.ca/whitecourt/public/booking/classes/be692a4f-e276-458f-8373-578de50a9cda,,Community youth basketball league,Whitecourt Wolves Community Basketball League (operates),,community nonprofit,Town of Whitecourt rec-booking system (municipal PerfectMind-style portal),primary,https://www.abbasketball.ca/content/Alberta-Club-Map,On official ABA club map (two pins: 'Whitecourt Wolves' and 'Whitecourt Wolves Community Basketball League'). | Also listed as: Whitecourt Community Youth Basketball
Lloydminster Minor Basketball Association (a.k.a. Lloydminster Youth Basketball Inc.),Alberta,East-Central Alberta / Border City (AB-SK),Lloydminster,,,,,,"Junior player programming and league/tournament play; home club of youth teams at U10–U15; 100% volunteer, parent/community-run.",Local/regional youth league and tournament play (AB-SK border region),"U10, U11, U12, U13, U14, U15 age-group teams.",community nonprofit (volunteer-run),,reported,https://www.facebook.com/p/Lloydminster-Minor-Basketball-Association-61558519229133/,"Facebook page ID shared between 'Lloydminster Minor Basketball Association' and 'Lloydminster Youth Basketball, Inc.' — same org, renamed. Founded ~2024 by page age."
United Storm Basketball (United S.T.O.R.M. / Calgary Storm Youth Basketball Association),Alberta,Calgary metro (SW Calgary — Cedarbrae),Calgary,,403-834-4766,register@usbball.ca,https://www.usbball.ca/,Tony Tan — contact (AYBC record),"Full-year program, fall training academy, winter training, 1-on-1 sessions, shooting-machine sessions, Victoria Weekend Tournament; spring tryouts U11-U15 boys & girls at Cedarbrae Community Centre",AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: 'All' divisions, both genders",community club,"TopScore (site 'Powered by TopScore', part of Basketball Central network); affiliated CSYBA portal at csyba.basketballcentral.com (private)",verified,https://www.usbball.ca/,"Partners listed: KidSport, CSYBA, Jumpstart. 'Calgary Storm Youth Basketball Association' appears to be the affiliated legal/association entity. | Also listed as: United Storm Basketball"
"Lloydminster Minor Basketball Association (Lloydminster Youth Basketball, Inc.)",Alberta,Rest of Alberta,Lloydminster,,,,https://www.facebook.com/p/Lloydminster-Minor-Basketball-Association-61558519229133/,,Junior programming + league tournaments; home of the 'Maple Lloyd' teams U10-U15; 100% volunteer parent/community run,,Maple Lloyd U10/U11/U12/U13/U14/U15 teams (per Facebook),community nonprofit,,reported,https://www.facebook.com/p/Lloydminster-Minor-Basketball-Association-61558519229133/,Same Facebook page carries both names (association appears to have been renamed/incorporated). Distinct from Lloydminster Youth Basketball Club Ltd. below.
"RISE Basketball / RISE Sports Complex (Team Rise Collective Inc., 'Rise Up Hoops')",Alberta,Calgary metro (NE — Calgary Central Sportsplex),Calgary,"#01, 33 St NE, Calgary, AB T2E 7K1",,,https://www.rise-basketball.com/,,"Founded 2015; 5,000+ athletes/yr; training, academy, strength & conditioning, in-house seasonal leagues, drop-ins, camps; ages 5-18 plus adult",RISE in-house leagues (own facility),,private academy + facility,LeagueApps (riseuphoops.leagueapps.com); Squarespace websites,verified,https://www.rise-basketball.com/,'Rise Up Hoops / Calgary' on ABA 2022-23 member list; multiple brand names map to one operation.
